cell_name	Symbol
Astrocyte	Dhx32
Astrocyte	Tpmt
Astrocyte	Acad12
Neuron	Ighm
Oligodendrocyte	Llph
Neuron	Kdm5b
Oligodendrocyte	Fchsd2
Neuron	Nsd1
Astrocyte	Soat1
Oligodendrocyte	Gpatch11
Astrocyte	Pdlim5
Astrocyte	Ndrg2
Neuron	Abca5
Neuron	Adnp
Astrocyte	Sash1
Microglial cell	Dnajc1
Oligodendrocyte	Plxnb3
Neuron	Ankrd34b
Astrocyte	Suclg2
Neuron	Ogt
Oligodendrocyte	Xpo6
Microglial cell	Ppt2
Microglial cell	Hltf
Astrocyte	Lamb2
Astrocyte	Higd1a
Astrocyte	Maoa
Neuron	Igf2r
Neuron	Tnrc6c
Astrocyte	Ptpn13
Microglial cell	Tfe3
Astrocyte	Dctn1
Neuron	Urb1
Astrocyte	Acss1
Astrocyte	Agpat3
Astrocyte	Egfr
Neuron	Adgrl1
Microglial cell	Vasp
Microglial cell	Btk
Neuron	Pias4
Microglial cell	Pmm2
Microglial cell	Arfgef2
Astrocyte	Glipr2
Oligodendrocyte	Tpd52l2
Neuron	Pomgnt2
Oligodendrocyte	Hspa12a
Neuron	Sap130
Microglial cell	Rbm34
Oligodendrocyte	Fam169a
Neuron	Gar1
Astrocyte	Zhx2
Neuron	Ehmt2
Neuron	Igf1r
Astrocyte	Tpm2
Microglial cell	Dnase2a
Neuron	Kat5
Microglial cell	Manba
Neuron	Nrde2
Astrocyte	Lats1
Microglial cell	Pyroxd2
Neuron	Camk4
Astrocyte	Arhgap32
Microglial cell	Tnfaip8l2
Neuron	Sin3b
Astrocyte	Nadk2
Neuron	Suz12
Microglial cell	Rftn1
Microglial cell	Pld3
Oligodendrocyte	Pcsk1n
Neuron	Zfp871
Microglial cell	St3gal6
Microglial cell	Samhd1
Neuron	Pbk
Oligodendrocyte	Gas2
Astrocyte	Sox2
Astrocyte	Mtm1
Astrocyte	Sntb1
Microglial cell	Hmox1
Astrocyte	Pon2
Neuron	Kdm5a
Oligodendrocyte	Mindy1
Astrocyte	Ctnnb1
Astrocyte	Cmbl
Microglial cell	Acox3
Neuron	Usp22
Oligodendrocyte	Stx1b
Microglial cell	Stat1
Oligodendrocyte	Rac3
Microglial cell	Erap1
Oligodendrocyte	Ccdc167
Neuron	Igsf3
Oligodendrocyte	Agpat4
Neuron	Wdhd1
Oligodendrocyte	Khdrbs2
Microglial cell	Vamp8
Astrocyte	Ugt1a6a
Neuron	Dut
Neuron	Mad2l1
Neuron	Smarca5
Astrocyte	Spire1
Microglial cell	Git2
Astrocyte	Pex2
Oligodendrocyte	Evi5l
Microglial cell	Gda
Microglial cell	Tmsb4x
Astrocyte	Palld
Neuron	Cacna2d2
Astrocyte	Aldh1a1
Microglial cell	Hk2
Neuron	Ncapg
Oligodendrocyte	Ccnd1
Astrocyte	Parp12
Neuron	Ryr2
Astrocyte	Cnn3
Oligodendrocyte	Usp16
Astrocyte	Arap2
Neuron	Prkrip1
Neuron	Smarcd3
Oligodendrocyte	Cacng4
Neuron	Luc7l
Microglial cell	Pygl
Oligodendrocyte	Casr
Neuron	Sema7a
Neuron	Gabrb2
Astrocyte	Sqle
Oligodendrocyte	Gltp
Microglial cell	Cyfip1
Microglial cell	Myof
Microglial cell	Commd5
Neuron	Nrxn3
Astrocyte	Cst3
Astrocyte	Prom1
Microglial cell	Rnasel
Microglial cell	Ganc
Neuron	Rnaseh2b
Microglial cell	Ehbp1l1
Oligodendrocyte	Rogdi
Astrocyte	Glud1
Neuron	Lyrm7
Oligodendrocyte	Cntn1
Oligodendrocyte	Col9a3
Astrocyte	Aldh6a1
Neuron	Ndufa1
Oligodendrocyte	Tcp11l2
Oligodendrocyte	Agap2
Neuron	Khdc4
Astrocyte	Gpx8
Microglial cell	Fcgr1
Neuron	Phc2
Neuron	Hmg20a
Neuron	Gabra1
Oligodendrocyte	Tppp
Astrocyte	Fgf1
Microglial cell	Akr1b3
Microglial cell	Hgsnat
Neuron	Bcl7a
Neuron	Fam117b
Astrocyte	Flot2
Microglial cell	Enpp4
Microglial cell	Atp2a3
Astrocyte	Ppp2r2b
Oligodendrocyte	Gap43
Neuron	Actl6b
Oligodendrocyte	Gnb4
Microglial cell	Ifi207
Astrocyte	Pipox
Neuron	Ccsap
Astrocyte	Carmil1
Microglial cell	Serpina3n
Neuron	Moap1
Oligodendrocyte	Szt2
Oligodendrocyte	Katnal1
Astrocyte	Prdx6
Astrocyte	A2m
Neuron	Igfbpl1
Microglial cell	Psmb10
Neuron	Ctcf
Microglial cell	Tifa
Microglial cell	Arf2
Oligodendrocyte	Cdr2l
Microglial cell	Hfe
Oligodendrocyte	Pacs2
Astrocyte	Amer2
Neuron	Akap8l
Neuron	Celsr2
Microglial cell	Tspan14
Microglial cell	S100a11
Neuron	Ehbp1
Neuron	Brd2
Astrocyte	Hmgcs2
Oligodendrocyte	Sox6
Oligodendrocyte	Tfeb
Oligodendrocyte	Syt3
Microglial cell	Phka2
Astrocyte	Pde1b
Oligodendrocyte	Tcf7l2
Neuron	Utp23
Astrocyte	Ppfia1
Microglial cell	Ttc39b
Astrocyte	Cpt1a
Neuron	Nfix
Neuron	Alkbh8
Oligodendrocyte	Prkcq
Microglial cell	Arid3a
Oligodendrocyte	Plcb1
Microglial cell	Serpinb6b
Microglial cell	Sumo3
Astrocyte	Raver2
Oligodendrocyte	Slc27a3
Oligodendrocyte	Itgb8
Neuron	Zfp704
Microglial cell	Lacc1
Neuron	Trim33
Oligodendrocyte	Rabgap1l
Oligodendrocyte	Nudt18
Astrocyte	Cdc42ep1
Astrocyte	Echdc1
Microglial cell	Paox
Oligodendrocyte	Stxbp6
Astrocyte	Btbd17
Oligodendrocyte	Aldh1l2
Neuron	Nell2
Microglial cell	Parp9
Neuron	Epb41l4b
Oligodendrocyte	Fam177a
Astrocyte	Adcy2
Microglial cell	Rraga
Astrocyte	Zhx3
Astrocyte	Dennd4c
Neuron	Ncaph
Neuron	Ncs1
Oligodendrocyte	Gria3
Oligodendrocyte	Wwc2
Neuron	Dhx57
Astrocyte	Fmo1
Microglial cell	Dab2
Oligodendrocyte	Mtmr7
Microglial cell	Dnm2
Neuron	Osbpl5
Oligodendrocyte	Tns3
Astrocyte	Csrp1
Microglial cell	Gsdmd
Oligodendrocyte	Pcbp4
Oligodendrocyte	Tpm3
Astrocyte	Tnc
Oligodendrocyte	Sirt2
Neuron	Map4k3
Astrocyte	Tns1
Astrocyte	Sdsl
Neuron	Cep120
Astrocyte	Aldh1a2
Astrocyte	Inpp5j
Neuron	Tet3
Astrocyte	Gsta4
Microglial cell	Hexa
Astrocyte	Myh14
Astrocyte	Zcchc24
Oligodendrocyte	Arfgef3
Neuron	Insm1
Astrocyte	Wwc1
Astrocyte	Dock1
Astrocyte	Limch1
Microglial cell	Asl
Astrocyte	Mcc
Microglial cell	Nek7
Neuron	Ralyl
Neuron	Syt6
Microglial cell	Plcg2
Oligodendrocyte	Pcdh7
Microglial cell	Gpnmb
Astrocyte	Kcnj10
Astrocyte	Aspa
Microglial cell	Snx9
Microglial cell	Sipa1
Microglial cell	Ehd4
Astrocyte	Sptan1
Neuron	Cep170b
Neuron	Sgtb
Oligodendrocyte	Slc44a2
Neuron	Nsg1
Astrocyte	Vwa8
Neuron	Nedd4l
Microglial cell	Trim21
Microglial cell	Myo1g
Astrocyte	Myh11
Neuron	Elavl4
Neuron	Rbfox2
Neuron	Cnst
Astrocyte	Arnt2
Oligodendrocyte	Usp32
Neuron	Utp3
Neuron	Pola2
Microglial cell	Gmip
Neuron	Itpka
Astrocyte	Arhgap21
Microglial cell	Renbp
Microglial cell	Blvrb
Astrocyte	Snta1
Astrocyte	Slc20a2
Neuron	Zfp362
Neuron	Rbm4b
Neuron	Rrm2
Neuron	Rit2
Oligodendrocyte	Fryl
Oligodendrocyte	Tbc1d5
Microglial cell	B2m
Microglial cell	Bcat2
Oligodendrocyte	Cmip
Neuron	Foxp1
Microglial cell	Rab43
Microglial cell	Tlr3
Neuron	Paxbp1
Neuron	Nfib
Astrocyte	Ptdss2
Oligodendrocyte	Dusp23
Microglial cell	Abca1
Astrocyte	Ptn
Oligodendrocyte	Cetn2
Microglial cell	Mthfsl
Astrocyte	Sar1b
Astrocyte	Peak1
Oligodendrocyte	Asns
Neuron	Slc25a22
Neuron	Tomm5
Astrocyte	Tbc1d10a
Microglial cell	Myh9
Oligodendrocyte	Hip1r
Microglial cell	Fuca1
Astrocyte	Slitrk2
Neuron	Smarcal1
Microglial cell	Cacul1
Microglial cell	Hck
Astrocyte	Igsf1
Astrocyte	Slc25a18
Astrocyte	Suox
Astrocyte	Oat
Microglial cell	P2rx4
Astrocyte	Fga
Microglial cell	Ngp
Astrocyte	Mast4
Astrocyte	Acot11
Microglial cell	Rab11fip5
Neuron	Bcl11a
Microglial cell	Mroh1
Oligodendrocyte	Ncald
Neuron	Tpx2
Oligodendrocyte	Cspg4
Oligodendrocyte	Gamt
Astrocyte	Elovl5
Microglial cell	Rnf213
Microglial cell	Mgmt
Oligodendrocyte	Hpcal4
Astrocyte	Tagln
Neuron	Kdm2b
Neuron	Zfp292
Neuron	Acsl4
Oligodendrocyte	Atp5mpl
Microglial cell	Fcgrt
Microglial cell	Fes
Oligodendrocyte	Tmem132b
Neuron	Rufy3
Microglial cell	B4galnt1
Oligodendrocyte	Kbtbd7
Astrocyte	Acot2
Oligodendrocyte	Car10
Microglial cell	Ptpn6
Astrocyte	Ankrd40
Astrocyte	Ephb3
Neuron	Phf14
Oligodendrocyte	Ago3
Astrocyte	Yap1
Microglial cell	Snx5
Microglial cell	Cryl1
Neuron	Fbxo30
Microglial cell	Apobec3
Oligodendrocyte	Ncam2
Microglial cell	Hmga1
Astrocyte	Il6st
Oligodendrocyte	Nkx2-2
Astrocyte	Itga7
Neuron	Smpd4
Oligodendrocyte	Adgrl3
Oligodendrocyte	Snx32
Neuron	Ehmt1
Microglial cell	Lsm5
Microglial cell	Gbp9
Astrocyte	Golim4
Neuron	Med10
Oligodendrocyte	Nop53
Astrocyte	Akt2
Neuron	Noa1
Astrocyte	Ak4
Neuron	Slc12a5
Astrocyte	Pmm1
Neuron	Zfp423
Oligodendrocyte	Nrd1
Astrocyte	Aldoc
Astrocyte	Map2
Oligodendrocyte	Arhgef10
Neuron	Pola1
Astrocyte	Myo10
Microglial cell	Slk
Astrocyte	Mmd2
Neuron	Pou3f4
Astrocyte	Gstt1
Neuron	Rb1
Microglial cell	Rab32
Microglial cell	Fmnl1
Neuron	Pogz
Astrocyte	Smpd2
Oligodendrocyte	Slc35f1
Microglial cell	Cmtm3
Microglial cell	Psmb8
Microglial cell	Lrrfip1
Oligodendrocyte	Nlgn3
Neuron	Tbc1d7
Astrocyte	Ctnna1
Astrocyte	Ttyh3
Oligodendrocyte	Lsamp
Microglial cell	Lyz2
Oligodendrocyte	Dpp10
Oligodendrocyte	Epb41
Microglial cell	Igf2bp3
Astrocyte	Cpe
Astrocyte	Ncan
Microglial cell	H6pd
Neuron	Spen
Oligodendrocyte	Pus7
Oligodendrocyte	Igf2bp2
Neuron	Fam120b
Oligodendrocyte	Calb1
Neuron	Chd8
Neuron	Gpsm1
Oligodendrocyte	Atp2b3
Astrocyte	Phactr4
Neuron	Ccnt1
Neuron	Usp48
Neuron	Cdkn1b
Neuron	Grid2ip
Microglial cell	Cln5
Neuron	Vkorc1l1
Microglial cell	Rab27a
Neuron	Diras1
Astrocyte	Enpep
Microglial cell	Rgs10
Astrocyte	Dlg5
Oligodendrocyte	Hip1
Astrocyte	Mmab
Astrocyte	Slc2a1
Neuron	Kmt2a
Microglial cell	Galns
Neuron	Casd1
Neuron	Fnbp1l
Neuron	Ephb2
Astrocyte	Prex2
Neuron	Ing1
Astrocyte	Fkbp10
Astrocyte	Fhl1
Microglial cell	Uba7
Oligodendrocyte	Fyn
Oligodendrocyte	Gab1
Microglial cell	Htatip2
Astrocyte	Ccdc88c
Neuron	Mrgbp
Neuron	Cntn2
Oligodendrocyte	Zfp281
Microglial cell	Pip4k2a
Microglial cell	Rnaset2b
Microglial cell	Pnp
Neuron	Gle1
Neuron	Smg8
Neuron	Clvs1
Neuron	Kmt2b
Neuron	Cds1
Astrocyte	Mlc1
Microglial cell	Ptk2b
Oligodendrocyte	Kcnd2
Microglial cell	Psme2
Oligodendrocyte	Matn4
Microglial cell	Stxbp5
Astrocyte	Gstm5
Oligodendrocyte	Chadl
Neuron	Cd2bp2
Astrocyte	Slc14a1
Astrocyte	Hmgn1
Neuron	Zfp536
Microglial cell	Hs1bp3
Neuron	Ahdc1
Astrocyte	Tom1l1
Neuron	Minpp1
Astrocyte	Lrig1
Neuron	Tcaf1
Astrocyte	Jak1
Oligodendrocyte	Pdcd4
Oligodendrocyte	Cdk18
Astrocyte	Macf1
Microglial cell	Sfxn2
Microglial cell	Ophn1
Neuron	Ncoa2
Neuron	Brd8
Neuron	Nptxr
Astrocyte	Kif1c
Astrocyte	Fabp5
Astrocyte	Lama4
Astrocyte	Myorg
Oligodendrocyte	D630045J12Rik
Neuron	Cend1
Microglial cell	Serpinb8
Astrocyte	Lxn
Microglial cell	Ifi211
Astrocyte	Apoe
Astrocyte	Mras
Astrocyte	Map4
Neuron	St7
Microglial cell	Ccdc50
Oligodendrocyte	Bhlhb9
Microglial cell	Stfa1
Oligodendrocyte	Pcnx3
Neuron	Arid4b
Astrocyte	Nat1
Astrocyte	Nrxn1
Neuron	Ptprm
Astrocyte	Hadh
Neuron	Zfp668
Neuron	Akap9
Astrocyte	Fabp7
Microglial cell	Blvra
Astrocyte	Agfg2
Neuron	Psme4
Astrocyte	Pcx
Oligodendrocyte	Sox8
Microglial cell	Card9
Microglial cell	Tpst2
Astrocyte	Pfkm
Neuron	Cggbp1
Microglial cell	Trpv2
Astrocyte	Plcb3
Microglial cell	Siae
Astrocyte	Kif1b
Oligodendrocyte	Apba1
Oligodendrocyte	Vamp1
Microglial cell	Isg15
Neuron	Sobp
Astrocyte	Prodh
Neuron	Dsp
Microglial cell	Fgd2
Neuron	Casp2
Microglial cell	Kctd12b
Oligodendrocyte	Cdh11
Microglial cell	Kif15
Oligodendrocyte	Abi2
Microglial cell	Plod3
Astrocyte	Acsf2
Neuron	Kdm4b
Astrocyte	Rtn3
Oligodendrocyte	Myo1d
Microglial cell	Lactb2
Astrocyte	Rhbdf1
Astrocyte	Sorbs1
Astrocyte	Gucy1a1
Astrocyte	Nwd1
Neuron	Chd6
Neuron	C2cd2l
Neuron	Sugp1
Astrocyte	Mthfd1
Oligodendrocyte	Irs2
Neuron	Suds3
Neuron	Ezh2
Neuron	Zfp609
Neuron	Eomes
Astrocyte	Ube2f
Microglial cell	Pde3b
Neuron	Tmem35a
Astrocyte	Nudt12
Oligodendrocyte	Gab2
Astrocyte	Serhl
Neuron	Sipa1l1
Neuron	Grin1
Astrocyte	Ccdc141
Neuron	Hmg20b
Neuron	Foxg1
Neuron	Pcdh17
Neuron	Tdrd3
Astrocyte	Tjp2
Neuron	Arhgap39
Oligodendrocyte	Dtd1
Microglial cell	Rhog
Neuron	Ammecr1l
Microglial cell	Stk3
Microglial cell	Ctsf
Oligodendrocyte	Anpep
Oligodendrocyte	Sike1
Microglial cell	Akap10
Microglial cell	Nme4
Astrocyte	Gpm6b
Microglial cell	As3mt
Neuron	Kif4
Oligodendrocyte	Far1
Astrocyte	Vtn
Microglial cell	Sh3kbp1
Neuron	Kifc5b
Oligodendrocyte	Cnksr3
Microglial cell	Rel
Astrocyte	Sh3bgrl2
Microglial cell	Dera
Microglial cell	Rp2
Astrocyte	Hsd11b1
Oligodendrocyte	Gmds
Astrocyte	Acadm
Astrocyte	Acadvl
Microglial cell	Itsn2
Neuron	Olfm1
Neuron	Sugp2
Astrocyte	Add3
Neuron	Neurod2
Neuron	Gramd1b
Astrocyte	Alpl
Astrocyte	Bag3
Microglial cell	Ada
Microglial cell	Pnpla7
Microglial cell	Zbtb8os
Microglial cell	Naaa
Astrocyte	Pnpla6
Astrocyte	Dlgap1
Neuron	Pbx3
Neuron	Plxna2
Microglial cell	Pon3
Microglial cell	Wdfy2
Astrocyte	Ppp2r5a
Microglial cell	Anxa4
Microglial cell	Anxa5
Microglial cell	Ap1g2
Microglial cell	Arg1
Astrocyte	Nqo1
Neuron	Qser1
Neuron	Rai1
Microglial cell	Alkbh3
Microglial cell	Atp5c1
Astrocyte	Clcc1
Astrocyte	Ivd
Astrocyte	Plxnc1
Microglial cell	Atp7a
Astrocyte	Slc1a4
Neuron	Ctif
Astrocyte	Mpc1
Astrocyte	Fads2
Neuron	Rnft2
Oligodendrocyte	Dhcr24
Astrocyte	B3gnt2
Neuron	Srsf12
Neuron	Aurkb
Astrocyte	Cpt2
Microglial cell	Bin2
Oligodendrocyte	Nol3
Neuron	Spin1
Astrocyte	Pals1
Neuron	Znrd2
Microglial cell	Arhgap17
Microglial cell	Ccdc93
Microglial cell	Cbln1
Neuron	Tcf20
Neuron	Dgkg
Astrocyte	Actr3b
Neuron	Cdk1
Neuron	Rem2
Astrocyte	Uqcrh
Microglial cell	Tpp1
Neuron	Timeless
Microglial cell	Myo1c
Astrocyte	Edil3
Microglial cell	Spg21
Microglial cell	Usp25
Astrocyte	Scd2
Microglial cell	Tgfbrap1
Microglial cell	Rap1b
Astrocyte	Fdft1
Astrocyte	Eepd1
Microglial cell	Chek2
Microglial cell	Slc7a8
Oligodendrocyte	Stk39
Neuron	Tsc22d2
Oligodendrocyte	Shroom2
Microglial cell	Pepd
Neuron	Ccdc71l
Neuron	Mex3a
Microglial cell	Pus10
Microglial cell	Plcl2
Neuron	Stau2
Microglial cell	Scpep1
Microglial cell	Dok1
Microglial cell	Trim14
Astrocyte	Ttc9
Astrocyte	Oxa1l
Microglial cell	Evl
Oligodendrocyte	Dicer1
Neuron	Nasp
Microglial cell	Dnttip1
Microglial cell	Fhl3
Oligodendrocyte	Lcorl
Microglial cell	Abhd14b
Microglial cell	Rab35
Microglial cell	Efr3a
Microglial cell	Sting1
Neuron	Kif11
Microglial cell	Hcls1
Microglial cell	H2-D1
Astrocyte	Arhgap26
Oligodendrocyte	Gnptg
Astrocyte	Phyhipl
Microglial cell	Rac2
Microglial cell	Daglb
Neuron	Kdm4a
Microglial cell	Arhgap25
Astrocyte	Slc30a1
Neuron	Yrdc
Astrocyte	Hspa2
Astrocyte	Rsph4a
Neuron	Bcl9
Neuron	Tanc2
Astrocyte	Hepacam
Oligodendrocyte	Cdk14
Neuron	Ubqln1
Microglial cell	Parp3
Microglial cell	Ifi204
Oligodendrocyte	Afap1l2
Microglial cell	Igtp
Astrocyte	Adcyap1r1
Oligodendrocyte	Pkia
Neuron	Adar
Oligodendrocyte	Ppp1r16b
Microglial cell	Slc15a4
Neuron	Usp29
Microglial cell	Itpr3
Astrocyte	Crot
Oligodendrocyte	Otud7b
Oligodendrocyte	Atp1a3
Oligodendrocyte	Shisa7
Oligodendrocyte	Samd4b
Microglial cell	Epdr1
Oligodendrocyte	Acot7
Neuron	Asb3
Astrocyte	Kbtbd11
Microglial cell	Lamp2
Astrocyte	Them4
Microglial cell	Arhgdib
Neuron	Rasgrp2
Astrocyte	Ctnnd2
Microglial cell	Npc2
Astrocyte	Nsdhl
Microglial cell	Tubb6
Microglial cell	Wdr55
Neuron	Gdpd1
Microglial cell	Arrb1
Oligodendrocyte	Ralgps1
Astrocyte	Camk2g
Astrocyte	Cat
Astrocyte	Bola3
Microglial cell	Gusb
Astrocyte	Usp54
Oligodendrocyte	Cadm4
Astrocyte	Ift122
Microglial cell	Man2a1
Astrocyte	Trps1
Astrocyte	Cntfr
Neuron	Zc2hc1a
Neuron	Tacc3
Astrocyte	Crym
Astrocyte	Csrp2
Astrocyte	Atp1a2
Oligodendrocyte	Ppm1e
Microglial cell	Mov10
Microglial cell	Gbp4
Microglial cell	Mpo
Oligodendrocyte	Capn5
Neuron	Diras2
Neuron	Mturn
Neuron	Lonrf2
Oligodendrocyte	Clgn
Oligodendrocyte	Plekhb1
Microglial cell	Mthfr
Oligodendrocyte	Imp4
Oligodendrocyte	Cplx1
Microglial cell	Tor3a
Oligodendrocyte	Agap1
Astrocyte	F3
Neuron	Lrch2
Oligodendrocyte	Rab15
Oligodendrocyte	Tbc1d22b
Oligodendrocyte	Trim56
Astrocyte	Grm5
Neuron	Cdc40
Astrocyte	Nacc2
Microglial cell	P2rx7
Oligodendrocyte	Rap1gap
Astrocyte	Ston2
Neuron	Tlk2
Neuron	Ramac
Microglial cell	Ctbs
Oligodendrocyte	Nhsl2
Astrocyte	Mid1ip1
Microglial cell	Pggt1b
Astrocyte	Dync2h1
Microglial cell	Rcsd1
Microglial cell	Eml3
Neuron	Psd
Oligodendrocyte	Grik3
Neuron	Gtf2e1
Neuron	Eif4enif1
Neuron	Slc25a27
Astrocyte	Bbox1
Neuron	Morc2a
Neuron	Cenpc1
Astrocyte	Caskin2
Microglial cell	Dennd4b
Oligodendrocyte	Jak2
Oligodendrocyte	Ldlr
Oligodendrocyte	Kif13a
Astrocyte	Gpam
Microglial cell	Ptpn18
Astrocyte	Nadk
Astrocyte	Clic6
Microglial cell	Rab3d
Astrocyte	Dhtkd1
Neuron	H1f10
Microglial cell	Sall1
Neuron	Tuba8
Astrocyte	Yes1
Astrocyte	Lpp
Astrocyte	Hmgcr
Neuron	Meis1
Microglial cell	S100a8
Astrocyte	Dnajc25
Oligodendrocyte	Ptpdc1
Microglial cell	Spi1
Microglial cell	Slmap
Neuron	Micu3
Neuron	Napb
Microglial cell	Rab8b
Microglial cell	Shc1
Astrocyte	Tmem259
Astrocyte	Lgalsl
Oligodendrocyte	Urm1
Microglial cell	Mtr
Microglial cell	Slc12a7
Astrocyte	Oxnad1
Astrocyte	Tom1l2
Microglial cell	Amdhd2
Astrocyte	Sox21
Astrocyte	Naprt
Oligodendrocyte	Ptprd
Astrocyte	Lclat1
Neuron	Emc9
Microglial cell	Cstdc4
Neuron	Glce
Oligodendrocyte	Rock1
Oligodendrocyte	Rnf7
Neuron	Spock2
Microglial cell	Stk10
Microglial cell	Stxbp2
Astrocyte	Nes
Microglial cell	Srsf6
Astrocyte	Chst2
Astrocyte	Immt
Astrocyte	Kidins220
Oligodendrocyte	Pakap
Neuron	Nt5dc3
Microglial cell	Tk1
Microglial cell	Ankrd44
Microglial cell	Lipo1
Oligodendrocyte	Syt2
Microglial cell	Slc9a9
Microglial cell	Trex1
Microglial cell	Tln1
Astrocyte	Dpy19l3
Microglial cell	Lrch1
Microglial cell	Fmnl3
Neuron	Dnajc9
Astrocyte	Plec
Oligodendrocyte	Hif1an
Astrocyte	Pltp
Astrocyte	Pld2
Oligodendrocyte	Vldlr
Neuron	Rbm15b
Astrocyte	Fam171b
Microglial cell	Twf2
Astrocyte	Lrrc8a
Microglial cell	Pacsin2
Microglial cell	Scamp2
Microglial cell	Gnpda1
Neuron	Terf2
Oligodendrocyte	Sgk2
Microglial cell	Myo1e
Neuron	Igsf8
Microglial cell	Chil3
Oligodendrocyte	Trim67
Microglial cell	Dhdh
Microglial cell	Krt33a
Oligodendrocyte	Cpox
Astrocyte	Prex1
Astrocyte	Scp2
Microglial cell	Pik3cg
Oligodendrocyte	Sncb
Astrocyte	Evi5
Neuron	Lzts1
Neuron	Afap1
Neuron	Map9
Neuron	Eif2ak3
Astrocyte	Tmem229a
Astrocyte	Pgghg
Oligodendrocyte	Epn2
Microglial cell	Ctsl
Oligodendrocyte	Fnta
Oligodendrocyte	Fkbp1a
Microglial cell	Tbc1d22a
Neuron	Plppr3
Microglial cell	Otulinl
Astrocyte	Gcsh
Neuron	Map3k4
Neuron	Gdap1
Neuron	Grin2b
Astrocyte	Arhgef26
Neuron	Hells
Oligodendrocyte	Nap1l5
Neuron	Hmgb3
Neuron	Hspb1
Neuron	Sirt6
Neuron	Hspg2
Microglial cell	Nagk
Microglial cell	Abcc3
Oligodendrocyte	Dock3
Neuron	Smc5
Astrocyte	Tulp3
Neuron	Incenp
Microglial cell	Ripk3
Neuron	Kcna4
Neuron	Prrc2b
Oligodendrocyte	Mrps18b
Microglial cell	Mbnl1
Oligodendrocyte	Ubap1
Oligodendrocyte	Peli1
Neuron	Syt5
Oligodendrocyte	Dennd11
Neuron	Dcp1a
Oligodendrocyte	Mapt
Neuron	L1cam
Microglial cell	Stard3
Neuron	Arfrp1
Microglial cell	Arglu1
Neuron	Arid2
Astrocyte	Irs1
Oligodendrocyte	Slc27a6
Neuron	Sphkap
Microglial cell	Irgm1
Astrocyte	Slc9a3r1
Microglial cell	Gmpr
Oligodendrocyte	Ddx59
Neuron	Sez6l2
Neuron	Jpt1
Neuron	Zmym3
Oligodendrocyte	Eml1
Microglial cell	Pycard
Neuron	Setd2
Astrocyte	Bcar3
Microglial cell	Aga
Neuron	Mex3d
Microglial cell	Gla
Neuron	Prkcg
Neuron	Plg
Astrocyte	Acaa2
Microglial cell	Anxa3
Neuron	Arid1b
Microglial cell	Aldh3b1
Oligodendrocyte	Secisbp2l
Microglial cell	Ap3b1
Microglial cell	Apaf1
Oligodendrocyte	Sema4d
Oligodendrocyte	Kazn
Astrocyte	Ahcyl1
Neuron	Camta1
Neuron	Rbfox1
Astrocyte	Mmut
Microglial cell	Coro2a
Oligodendrocyte	Macrod2
Neuron	Rfx3
Oligodendrocyte	Tmem163
Oligodendrocyte	Sapcd2
Microglial cell	Cd180
Neuron	Chd5
Oligodendrocyte	Kndc1
Microglial cell	Aldh16a1
Neuron	Eri1
Microglial cell	Galk2
Neuron	Strbp
Oligodendrocyte	Nav2
Astrocyte	Car5b
Microglial cell	Ifi35
Microglial cell	Plscr3
Microglial cell	Rabep2
Microglial cell	Casp1
Microglial cell	Casp6
Neuron	Cadps2
Astrocyte	Ccdc90b
Neuron	Tead1
Astrocyte	Pomt1
Oligodendrocyte	Ptov1
Astrocyte	Etfdh
Microglial cell	Dtx3l
Microglial cell	Coro1a
Oligodendrocyte	Unc80
Astrocyte	Dmd
Astrocyte	Gldc
Oligodendrocyte	Opcml
Neuron	Dach1
Neuron	Slc32a1
Oligodendrocyte	Snx25
Astrocyte	Nrcam
Microglial cell	Traf3ip3
Neuron	Dlx1
Microglial cell	Fam76b
Astrocyte	Ikbip
Oligodendrocyte	Ggct
Oligodendrocyte	Rapgef1
Microglial cell	Nfkb2
Astrocyte	Gpt2
Microglial cell	Hvcn1
Oligodendrocyte	Gnptab
Neuron	Tiam2
Microglial cell	F13a1
Microglial cell	Sash3
Oligodendrocyte	Necab2
Astrocyte	Gpd2
Neuron	Cip2a
Neuron	Csnk1e
Oligodendrocyte	Acap3
Neuron	Gprin1
Neuron	Pwwp3a
Microglial cell	Atp13a2
Microglial cell	Prps1l1
Microglial cell	Gns
Microglial cell	Epx
Neuron	Zbtb18
Microglial cell	Abhd12
Microglial cell	Gbp7
Microglial cell	Slc35a3
Oligodendrocyte	Itpr2
Oligodendrocyte	Ado
Microglial cell	Ggh
Astrocyte	Taco1
Neuron	Cntnap1
Microglial cell	Zc3hav1
Microglial cell	Zc3h6
Microglial cell	Grn
Microglial cell	H2-K1
Microglial cell	Pts
Oligodendrocyte	Car14
Neuron	Brsk2
Oligodendrocyte	Map1lc3b
Neuron	Zmym2
Microglial cell	Snx8
Neuron	Stmn1
Microglial cell	Tpm3
Microglial cell	Colgalt1
Microglial cell	Tlr9
Astrocyte	Aldh5a1
Microglial cell	Smarcd2
Astrocyte	Wdr19
Microglial cell	Sh3bp1
Oligodendrocyte	Myrf
Neuron	Tle5
Astrocyte	Slc25a42
Microglial cell	Arid4a
Astrocyte	Appl2
Neuron	Dbn1
Microglial cell	Itgb2
Oligodendrocyte	Frmd5
Microglial cell	Itgb3
Astrocyte	Nebl
Astrocyte	Cep350
Microglial cell	Dgkz
